"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
795,0.928,0,0,0.049,0.023
796,0.276,0,0,0.712,0.012
797,0.006,0,0,0,0.994
798,0.951,0,0,0,0.049
799,0.948,0,0,0.001,0.051
800,0.998,0,0,0.001,0.001
801,0.026,0,0.005,0.184,0.785
802,0.127,0,0,0,0.873
803,0.047,0,0,0,0.953
804,0.934,0,0,0.037,0.029
805,0.901,0,0,0.078,0.021
806,0.918,0,0,0.06,0.022
807,0.981,0,0.001,0.008,0.01
808,0.066,0,0,0,0.934
809,0.1,0,0.015,0.115,0.77
810,0.351,0,0,0.008,0.641
811,0.559,0,0,0.423,0.018
812,0.704,0,0,0.14,0.156
813,0.047,0,0,0,0.953
814,0.335,0,0.001,0.658,0.006
815,0.998,0,0,0.002,0
816,0.978,0,0,0.022,0
817,0.999,0,0,0,0.001
818,0.146,0,0,0.003,0.851
819,0.887,0.001,0.002,0.038,0.072
820,0.975,0,0,0.022,0.003
821,0.565,0,0,0.433,0.002
822,0.827,0,0,0.167,0.006
823,0.997,0,0,0.003,0
824,0.265,0,0,0.731,0.004
825,0.203,0,0.002,0.793,0.002
826,0.05,0,0,0,0.95
827,0.937,0,0,0,0.063
828,0.523,0,0.006,0.451,0.02
829,0.044,0,0.004,0.032,0.92
830,0.738,0,0.061,0.146,0.055
831,0.038,0,0,0,0.962
832,0.897,0,0,0.065,0.038
833,0.318,0,0,0.678,0.004
834,0.225,0,0,0.763,0.012
835,0.957,0,0,0.03,0.013
836,0.706,0,0.005,0.219,0.07
837,0.754,0,0,0,0.246
838,0.997,0,0,0.002,0.001
839,0.951,0,0,0,0.049
840,0.974,0,0,0.015,0.011
841,0.45,0,0,0.55,0
842,0.443,0,0,0.002,0.555
843,0.997,0,0,0,0.003
844,0.079,0,0,0.005,0.916
845,0.005,0,0,0,0.995
846,0.959,0,0,0,0.041
847,0.973,0,0,0,0.027
848,0.063,0.014,0.087,0.05,0.786
849,0.961,0,0,0.017,0.022
850,0.091,0,0,0.002,0.907
851,0.228,0,0.002,0.755,0.015
852,0.66,0,0,0.322,0.018
853,0.497,0,0,0.503,0
854,0.816,0,0,0.116,0.068
855,0.038,0,0,0,0.962
856,0.019,0,0,0,0.981
857,0.937,0,0,0,0.063
858,0.344,0,0,0.63,0.026
859,0.959,0,0,0,0.041
860,0.803,0,0.003,0.009,0.185
861,0.878,0,0,0.085,0.037
862,0.169,0,0,0.012,0.819
863,0.805,0,0,0.19,0.005
864,0.023,0.001,0.077,0.21,0.689
865,0.054,0,0.021,0.333,0.592
866,0.054,0,0.043,0.082,0.821
867,0.991,0,0,0.001,0.008
868,0.986,0,0,0,0.014
869,0.088,0,0,0.42,0.492
870,0.023,0,0,0,0.977
871,0.525,0,0.002,0.428,0.045
872,0.544,0.001,0.003,0.075,0.377
873,0.225,0.001,0.001,0.715,0.058
874,0.068,0,0.022,0.007,0.903
875,0.417,0,0,0.521,0.062
876,0.092,0,0,0.001,0.907
877,0.519,0,0.059,0.409,0.013
878,0,0,0,0,1
879,0.996,0,0,0,0.004
880,0.964,0,0,0,0.036
881,0.001,0,0,0,0.999
882,0.863,0,0,0.136,0.001
883,0.683,0,0.001,0.284,0.032
884,0.959,0,0,0,0.041
885,0.125,0,0,0.856,0.019
886,0.972,0,0,0.027,0.001
887,0.245,0,0.003,0.568,0.184
888,0.047,0,0,0,0.953
889,0.716,0,0.001,0.23,0.053
890,0.995,0,0,0,0.005
891,0.041,0,0.008,0.117,0.834
892,0.172,0,0,0.827,0.001
893,0.001,0,0,0,0.999
894,0.03,0,0.105,0.347,0.518
895,0.982,0,0,0.005,0.013
896,0.033,0,0,0,0.967
897,0.36,0,0.003,0.614,0.023
898,0.518,0,0,0.058,0.424
899,0.887,0,0.008,0.014,0.091
900,0.091,0,0,0.002,0.907
901,0.775,0,0.002,0.195,0.028
902,0.951,0,0,0,0.049
903,0.047,0,0,0,0.953
904,0.172,0,0,0.826,0.002
905,0.49,0,0.04,0.45,0.02
906,0.286,0,0,0.002,0.712
907,0.964,0,0,0,0.036
908,0.159,0,0.001,0.833,0.007
909,0.945,0,0.006,0.044,0.005
910,0.927,0,0.002,0.047,0.024
911,0.998,0,0,0.002,0
912,0.994,0,0,0,0.006
913,0.943,0,0.017,0.037,0.003
914,0.05,0,0,0,0.95
915,0.95,0,0,0.044,0.006
916,0.994,0,0,0,0.006
917,0.544,0.001,0.003,0.075,0.377
918,0.038,0,0,0,0.962
919,0.895,0,0.005,0.009,0.091
920,0.115,0,0,0.026,0.859
921,0.994,0,0,0.006,0
922,0.047,0,0,0,0.953
923,0.052,0.001,0,0,0.947
924,0.023,0,0,0,0.977
925,0.968,0,0,0,0.032
926,0.316,0,0,0.684,0
927,0.083,0,0,0.912,0.005
928,0.955,0,0,0.042,0.003
929,0.996,0,0,0,0.004
930,0.937,0,0,0,0.063
931,0.959,0,0,0,0.041
932,0.644,0,0,0.003,0.353
933,0.996,0,0,0,0.004
934,0.998,0,0,0.001,0.001
935,0.951,0,0,0.015,0.034
936,0.058,0,0,0,0.942
937,0.97,0,0,0,0.03
938,0.974,0,0,0.017,0.009
939,0.058,0,0,0,0.942
940,0.989,0,0,0.007,0.004
941,0.005,0,0,0,0.995
942,0.637,0,0,0,0.363
943,0.679,0,0,0.311,0.01
944,0.968,0,0,0,0.032
945,0.832,0,0.027,0.022,0.119
946,0.04,0,0,0,0.96
947,0.099,0,0.027,0.786,0.088
948,0.68,0,0,0.312,0.008
949,0.047,0,0,0,0.953
950,0.038,0,0,0,0.962
951,0.714,0,0,0.28,0.006
952,0.878,0,0,0.055,0.067
953,0.895,0,0.005,0.009,0.091
954,0.961,0,0,0,0.039
955,0.047,0,0,0,0.953
956,0.936,0,0,0,0.064
957,0.221,0,0.004,0.726,0.049
958,0.692,0,0.003,0.289,0.016
959,0.05,0,0,0,0.95
960,0.064,0,0,0,0.936
961,1,0,0,0,0
962,0.023,0.012,0.1,0.519,0.346
963,0.937,0,0,0,0.063
964,0.95,0,0,0.044,0.006
965,0.999,0,0,0,0.001
966,0.989,0,0,0.002,0.009
967,0.047,0,0,0,0.953
968,0.998,0,0,0,0.002
969,0.654,0,0,0.346,0
970,0.964,0,0.005,0.021,0.01
971,0.955,0,0,0.042,0.003
972,0.06,0,0.237,0.267,0.436
973,0.069,0,0.003,0.039,0.889
974,0.992,0,0,0,0.008
975,0.942,0,0,0,0.058
976,0.995,0,0,0,0.005
977,0.754,0,0,0,0.246
978,0.039,0,0,0,0.961
979,0.046,0,0.107,0.01,0.837
980,0.079,0,0,0.005,0.916
981,0.203,0,0.006,0.008,0.783
982,0.339,0,0,0.631,0.03
983,0.059,0,0.002,0.007,0.932
984,0.305,0,0.023,0.665,0.007
985,0.959,0,0,0,0.041
986,0.951,0,0,0,0.049
987,0.341,0,0.001,0.658,0
988,0.077,0,0.001,0.012,0.91
989,1,0,0,0,0
990,0.321,0,0,0,0.679
991,0.072,0,0.001,0.67,0.257
992,0.959,0,0,0.021,0.02
993,0.002,0,0,0,0.998
994,0.022,0,0.086,0.802,0.09
995,0.989,0,0,0.007,0.004
996,0.964,0,0,0,0.036
997,0.224,0,0.006,0.748,0.022
998,0.461,0,0,0.539,0
999,0.282,0,0,0.07,0.648
1000,0.06,0,0.189,0.31,0.441
1001,0.993,0,0,0,0.007
1002,0.961,0,0.001,0,0.038
1003,0.066,0,0,0,0.934
1004,0.503,0,0.019,0.456,0.022
1005,0.994,0,0,0.002,0.004
1006,0.942,0,0,0,0.058
1007,0.989,0,0,0.002,0.009
1008,0.129,0,0,0,0.871
1009,0.994,0,0,0,0.006
1010,0.058,0,0.088,0.22,0.634
1011,0.988,0,0,0,0.012
1012,0.667,0,0.008,0.062,0.263
1013,0.996,0,0,0,0.004
1014,0.125,0,0,0.874,0.001
1015,0.086,0,0.006,0.064,0.844
1016,0.436,0,0,0.475,0.089
1017,0.874,0,0,0.082,0.044
1018,0.689,0,0.016,0.227,0.068
1019,0.127,0,0,0,0.873
1020,0.001,0,0,0,0.999
1021,0.052,0.001,0.063,0.439,0.445
1022,0.228,0,0.003,0.649,0.12
1023,0.35,0,0.001,0.613,0.036
1024,0.957,0,0,0.009,0.034
1025,0.953,0,0.005,0.036,0.006
1026,0.58,0,0,0.356,0.064
1027,0.418,0,0,0.582,0
1028,0.053,0,0.023,0.021,0.903
1029,0.592,0,0,0.399,0.009
1030,0.951,0,0,0,0.049
1031,0.255,0,0,0,0.745
1032,0.898,0,0,0.079,0.023
1033,0.897,0,0,0.04,0.063
1034,0.951,0,0,0,0.049
1035,0.924,0,0,0,0.076
1036,0.031,0,0,0,0.969
1037,0.251,0,0.019,0.721,0.009
1038,0.044,0,0.004,0.032,0.92
1039,0.023,0,0.144,0.439,0.394
1040,0.965,0,0,0.001,0.034
1041,0.754,0,0,0,0.246
1042,0.92,0,0,0.006,0.074
1043,0.805,0,0,0.19,0.005
1044,0.959,0,0,0,0.041
1045,0.561,0,0.003,0.418,0.018
1046,0.172,0,0,0.827,0.001
1047,0.128,0.002,0.039,0.072,0.759
1048,0.365,0,0.011,0.561,0.063
1049,0.127,0,0,0,0.873
1050,0.008,0,0.436,0.386,0.17
1051,0.954,0,0,0.02,0.026
1052,0.067,0,0.009,0.109,0.815
1053,0.375,0,0,0.624,0.001
1054,0.452,0,0,0.006,0.542
1055,0.302,0,0,0.008,0.69
1056,0.277,0,0.006,0.698,0.019
1057,0.065,0.002,0.047,0.476,0.41
1058,0.059,0,0,0.043,0.898
1059,0.005,0,0.199,0.467,0.329
1060,0.079,0,0,0.92,0.001
1061,0.937,0,0,0,0.063
1062,0.73,0,0,0.246,0.024
1063,0.066,0,0.008,0.013,0.913
1064,0.411,0,0.001,0.565,0.023
1065,0.98,0,0,0.016,0.004
1066,0.884,0,0,0.111,0.005
1067,0.727,0,0.004,0.034,0.235
1068,0.047,0,0,0,0.953
1069,0.431,0,0,0.391,0.178
1070,0.992,0,0,0.003,0.005
1071,0.968,0,0,0,0.032
1072,0.001,0,0,0,0.999
1073,0.077,0,0.007,0.014,0.902
1074,0.951,0,0,0,0.049
1075,0.578,0,0.006,0.402,0.014
1076,0.127,0,0,0,0.873
1077,0.631,0,0.017,0.006,0.346
1078,0.951,0,0,0,0.049
1079,0.169,0,0,0.827,0.004
1080,0.043,0,0,0,0.957
1081,0.046,0,0,0.065,0.889
1082,0.053,0.001,0.012,0,0.934
1083,0.968,0,0,0,0.032
1084,0.941,0,0,0.021,0.038
1085,0.302,0,0,0.008,0.69
1086,0.628,0,0,0.369,0.003
1087,0.093,0.002,0.026,0.268,0.611
1088,0.992,0,0,0.003,0.005
1089,0.075,0.001,0.005,0.002,0.917
1090,0.997,0,0,0,0.003
1091,0.228,0,0,0.772,0
1092,0.169,0,0.208,0.236,0.387
1093,0.336,0,0,0.664,0
1094,0.908,0,0,0.032,0.06
1095,0.989,0,0,0.002,0.009
1096,0.68,0,0,0.312,0.008
1097,0.189,0,0.001,0.611,0.199
1098,0.208,0,0,0.792,0
1099,0.001,0,0,0,0.999
1100,0.159,0,0,0.841,0
1101,0.968,0,0,0,0.032
1102,0.069,0,0.02,0.494,0.417
1103,0.697,0,0,0,0.303
1104,0.709,0,0.018,0.238,0.035
1105,0.997,0,0,0.003,0
1106,0.892,0,0,0.1,0.008
1107,0.019,0,0,0,0.981
1108,0.109,0.001,0.013,0.211,0.666
1109,0.992,0,0,0.001,0.007
1110,0.05,0,0,0,0.95
1111,0.959,0,0,0,0.041
1112,0.033,0,0,0,0.967
1113,0.997,0,0,0,0.003
1114,0.579,0,0.006,0.131,0.284
1115,0.35,0,0.001,0.613,0.036
1116,0.058,0,0,0,0.942
1117,0.968,0,0,0,0.032
1118,0.895,0,0,0.078,0.027
1119,0.117,0,0,0.001,0.882
1120,0.779,0,0,0.195,0.026
1121,0.824,0,0,0.152,0.024
1122,0.924,0,0,0,0.076
1123,0.043,0,0,0,0.957
1124,0.127,0,0,0,0.873
1125,0.964,0,0,0.033,0.003
1126,0.132,0.002,0.086,0.015,0.765
1127,0.948,0,0,0,0.052
1128,0.989,0,0,0.011,0
1129,0.534,0,0.007,0.142,0.317
1130,0.387,0,0,0,0.613
1131,0.994,0,0,0,0.006
1132,0.959,0,0,0,0.041
1133,0.997,0,0,0,0.003
1134,0.601,0,0,0.385,0.014
1135,0.998,0,0,0,0.002
1136,0.302,0,0,0.008,0.69
1137,0.997,0,0,0.002,0.001
1138,0.038,0,0,0,0.962
1139,0.159,0,0.001,0.833,0.007
1140,0.002,0,0.011,0,0.987
1141,0.997,0,0,0,0.003
1142,0.803,0,0.003,0.009,0.185
1143,0.992,0,0,0,0.008
1144,0.001,0,0,0,0.999
1145,0.98,0,0,0.017,0.003
1146,0.951,0,0,0,0.049
1147,0.047,0,0,0,0.953
1148,0.133,0,0,0,0.867
1149,0.075,0,0.013,0.378,0.534
1150,0.908,0,0.005,0.01,0.077
1151,0.951,0,0,0,0.049
1152,0.083,0,0.001,0.01,0.906
1153,0.001,0,0,0,0.999
1154,0.005,0,0,0,0.995
1155,0.447,0,0,0.551,0.002
1156,0.321,0,0,0,0.679
1157,0.002,0,0,0,0.998
1158,0.631,0,0.001,0.288,0.08
1159,0.963,0,0,0.037,0
1160,0.994,0,0,0.006,0
1161,0.937,0,0,0,0.063
1162,0.04,0,0,0,0.96
1163,0.961,0,0,0,0.039
1164,0.023,0,0.109,0.693,0.175
1165,0.991,0,0,0,0.009
1166,0.333,0,0,0.003,0.664
1167,0.05,0,0,0,0.95
1168,0.995,0,0,0.002,0.003
1169,0.982,0,0,0.017,0.001
1170,0.019,0,0,0,0.981
1171,0.271,0,0,0.729,0
1172,0.076,0,0.018,0.162,0.744
1173,0.67,0,0.007,0.014,0.309
1174,0.878,0,0,0.055,0.067
1175,0.16,0,0,0.838,0.002
1176,0.683,0,0.001,0.284,0.032
1177,0.97,0,0,0,0.03
1178,0.027,0,0.142,0.575,0.256
1179,0.002,0,0,0,0.998
1180,0.03,0,0,0.014,0.956
1181,0.99,0,0,0.003,0.007
1182,0.67,0,0.007,0.014,0.309
1183,0.742,0,0.003,0.25,0.005
1184,0.001,0,0,0,0.999
1185,0.117,0,0,0.001,0.882
1186,0.997,0,0,0,0.003
1187,0.002,0,0,0,0.998
1188,0.04,0,0,0,0.96
1189,0.535,0,0,0.465,0
1190,0.04,0,0,0,0.96
1191,0.741,0,0.001,0.239,0.019
1192,0.668,0,0.004,0.211,0.117
1193,0.21,0,0.018,0.729,0.043
1194,0.764,0,0,0.147,0.089
1195,0.937,0,0,0,0.063
1196,0.919,0,0,0.076,0.005
1197,0.064,0,0,0,0.936
1198,0.993,0,0,0,0.007
1199,0.951,0,0,0,0.049
1200,0.031,0,0,0,0.969
1201,0.352,0,0,0,0.648
1202,0.951,0,0,0,0.049
1203,0.973,0,0,0.027,0
1204,0.001,0,0,0,0.999
1205,0.031,0,0,0,0.969
1206,0.827,0,0,0.167,0.006
1207,0.045,0,0.07,0.514,0.371
1208,0.997,0,0,0.002,0.001
1209,0.992,0,0,0.007,0.001
1210,0.887,0,0.008,0.014,0.091
1211,0.49,0,0,0.485,0.025
1212,0.07,0,0,0.626,0.304
1213,0.936,0,0,0.006,0.058
1214,0.995,0,0,0,0.005
1215,0.982,0,0,0.014,0.004
1216,0.066,0,0,0,0.934
1217,0.942,0,0,0,0.058
1218,0.968,0,0,0,0.032
1219,0.406,0,0.025,0.542,0.027
1220,0.078,0,0.069,0.505,0.348
1221,0.047,0,0,0,0.953
1222,0.046,0,0.007,0,0.947
1223,0.056,0,0.068,0.006,0.87
1224,0.057,0,0,0,0.943
1225,0.671,0,0.001,0.28,0.048
1226,0.018,0,0,0,0.982
1227,0.579,0,0,0.4,0.021
1228,0.903,0,0,0.031,0.066
1229,0.351,0,0,0.008,0.641
1230,0.019,0,0.027,0,0.954
1231,0.005,0,0.072,0.008,0.915
1232,0.072,0,0,0,0.928
1233,0.999,0,0,0.001,0
1234,0.942,0,0,0,0.058
1235,0.598,0,0,0.401,0.001
1236,0.083,0,0,0.912,0.005
1237,0.988,0,0,0.003,0.009
1238,0.056,0.004,0.029,0.073,0.838
1239,0.461,0,0,0.539,0
1240,0.002,0,0,0,0.998
1241,0.937,0,0,0,0.063
1242,0.489,0,0,0.001,0.51
1243,0.981,0,0,0.006,0.013
1244,0.447,0,0.002,0.531,0.02
1245,0.983,0,0,0.016,0.001
1246,0.044,0,0.003,0.043,0.91
1247,0.924,0,0,0,0.076
1248,0.085,0,0.017,0.016,0.882
1249,0.924,0,0,0,0.076
1250,0.937,0,0,0,0.063
1251,0.817,0,0.001,0.163,0.019
1252,0.987,0,0,0.005,0.008
1253,0.994,0,0,0.002,0.004
1254,0.937,0,0,0,0.063
1255,0.994,0,0,0.003,0.003
1256,0.061,0,0.061,0.439,0.439
1257,0.137,0,0,0,0.863
1258,0.948,0,0,0,0.052
1259,0.994,0,0,0,0.006
1260,0.959,0,0,0,0.041
1261,0.079,0,0,0.92,0.001
1262,0.951,0,0,0,0.049
1263,0.928,0,0.001,0.025,0.046
1264,0.906,0,0,0.064,0.03
1265,0.957,0,0,0.009,0.034
1266,0.074,0,0,0,0.926
1267,0.001,0,0,0,0.999
1268,0.004,0,0.007,0,0.989
1269,0.058,0,0,0,0.942
1270,0.93,0,0,0.047,0.023
1271,0.947,0,0,0.046,0.007
1272,0.993,0,0,0.001,0.006
1273,0.044,0,0.166,0.487,0.303
1274,0.959,0,0,0,0.041
1275,1,0,0,0,0
1276,0.78,0,0.011,0.012,0.197
1277,0.04,0,0,0,0.96
1278,0.948,0,0,0,0.052
1279,0.956,0,0,0.006,0.038
1280,0.951,0,0,0,0.049
1281,0.028,0,0.029,0.806,0.137
1282,0.787,0,0,0,0.213
1283,0.997,0,0,0,0.003
1284,0.393,0,0.014,0.5,0.093
1285,0.994,0,0,0.006,0
1286,0.959,0,0.004,0.002,0.035
1287,0.332,0,0,0.593,0.075
1288,0.316,0,0.003,0.602,0.079
1289,0.033,0,0,0,0.967
1290,0.548,0,0.004,0.165,0.283
1291,0.968,0,0,0,0.032
1292,0.531,0,0.004,0.439,0.026
1293,0.061,0,0.233,0.118,0.588
1294,0.968,0,0,0,0.032
1295,0.957,0,0,0.03,0.013
1296,0.887,0,0.008,0.014,0.091
1297,0.984,0,0,0.014,0.002
1298,0.954,0,0,0.031,0.015
1299,0.997,0,0,0.002,0.001
1300,0.42,0,0.002,0.576,0.002
1301,0.045,0,0.195,0.234,0.526
1302,0.924,0,0,0,0.076
1303,0.1,0.006,0.014,0.018,0.862
1304,0.066,0,0,0,0.934
1305,0.067,0,0.042,0.193,0.698
1306,0.038,0,0,0,0.962
1307,0.973,0,0,0.017,0.01
1308,0.001,0,0,0,0.999
1309,0.968,0,0,0,0.032
1310,0.018,0,0,0,0.982
1311,0.431,0,0,0,0.569
1312,0.098,0,0.076,0.19,0.636
1313,0.194,0,0,0.009,0.797
1314,1,0,0,0,0
1315,0.803,0,0.003,0.009,0.185
1316,0.312,0,0,0.635,0.053
1317,0.643,0,0,0,0.357
1318,0.993,0,0,0.001,0.006
1319,0.333,0,0,0.003,0.664
1320,0.086,0.01,0.073,0.15,0.681
1321,0.001,0,0,0,0.999
1322,0.951,0,0,0,0.049
1323,0.276,0,0,0.712,0.012
1324,0.934,0,0,0.037,0.029
1325,0.985,0,0,0.015,0
1326,0.951,0,0,0,0.049
1327,0.943,0,0.002,0.025,0.03
1328,0.047,0,0,0,0.953
1329,0.127,0,0,0,0.873
1330,0.752,0,0,0.244,0.004
1331,0.302,0,0,0.008,0.69
1332,0.926,0,0.001,0.007,0.066
1333,0.97,0,0,0.028,0.002
1334,0.636,0,0,0.349,0.015
1335,0.889,0,0.001,0.098,0.012
1336,0.827,0,0,0.167,0.006
1337,0.948,0,0,0.052,0
1338,0.817,0,0,0.129,0.054
1339,0.047,0,0,0,0.953
1340,0.241,0,0.001,0.627,0.131
1341,0.691,0,0.001,0.29,0.018
1342,0.944,0,0,0.007,0.049
1343,0.951,0,0,0,0.049
1344,0.985,0,0,0.01,0.005
1345,0.875,0,0.004,0,0.121
1346,0.04,0,0,0,0.96
1347,0.708,0,0,0.265,0.027
1348,0.103,0.039,0.075,0,0.783
1349,0.75,0,0.025,0.016,0.209
1350,0.637,0,0,0,0.363
1351,0.937,0,0,0,0.063
1352,0.002,0,0,0,0.998
1353,0.966,0,0.003,0.01,0.021
1354,0.996,0,0,0,0.004
1355,0.985,0.001,0,0,0.014
1356,0.387,0,0,0.613,0
1357,0.042,0,0.2,0.359,0.399
1358,0.277,0,0,0,0.723
1359,0.936,0,0,0,0.064
1360,0.556,0,0,0.437,0.007
1361,0.972,0,0,0.027,0.001
1362,0.942,0,0,0,0.058
1363,0.961,0,0,0,0.039
1364,0.994,0,0,0.002,0.004
1365,0.149,0,0,0.828,0.023
1366,0.955,0,0,0.042,0.003
1367,0.044,0,0.003,0.043,0.91
1368,0.001,0,0,0,0.999
1369,0.951,0,0,0,0.049
1370,0.001,0,0,0,0.999
1371,0.598,0,0,0.401,0.001
1372,0.076,0,0.018,0.162,0.744
1373,0.322,0,0,0.662,0.016
1374,0.988,0,0,0.001,0.011
1375,0.039,0,0,0,0.961
1376,0.754,0,0.002,0.086,0.158
1377,0.989,0,0,0.009,0.002
1378,0.006,0,0.001,0,0.993
1379,0.957,0,0,0.03,0.013
1380,0.074,0,0,0,0.926
1381,0.951,0,0,0,0.049
1382,0.203,0,0.001,0.792,0.004
1383,0.991,0,0,0,0.009
1384,0.129,0,0,0,0.871
1385,0.491,0,0,0.449,0.06
1386,0.49,0,0,0.002,0.508
1387,0.988,0,0,0,0.012
1388,0.047,0,0,0,0.953
1389,0.183,0,0,0.809,0.008
1390,0.05,0,0.085,0.335,0.53
1391,0.972,0,0.001,0.003,0.024
1392,0.787,0,0,0,0.213
1393,0.987,0,0,0,0.013
1394,0.937,0,0,0,0.063
1395,0.987,0,0,0.013,0
1396,0.426,0,0.008,0.542,0.024
1397,0.049,0,0.044,0.464,0.443
1398,0.203,0,0.001,0.792,0.004
1399,0.999,0,0,0.001,0
1400,0.387,0,0,0,0.613
1401,0.383,0,0,0.615,0.002
1402,0.952,0,0,0.043,0.005
1403,0.978,0,0,0.018,0.004
1404,0.387,0,0,0,0.613
1405,0.951,0,0,0,0.049
1406,0.993,0,0,0,0.007
1407,0.967,0,0,0.005,0.028
1408,0.507,0,0.001,0.445,0.047
1409,0.915,0,0.002,0.037,0.046
1410,0.95,0,0,0.044,0.006
1411,0.156,0,0.006,0.163,0.675
1412,0.659,0,0,0.339,0.002
1413,0.948,0,0,0.052,0
1414,0.042,0,0.002,0.002,0.954
1415,0.039,0,0,0,0.961
1416,0.959,0,0,0,0.041
1417,0.064,0,0,0,0.936
1418,0.997,0,0,0.002,0.001
1419,0.066,0,0,0,0.934
1420,0.998,0,0,0.002,0
1421,0.951,0,0,0,0.049
1422,0.017,0,0.006,0,0.977
1423,0.097,0,0,0.902,0.001
1424,0.084,0,0.014,0.211,0.691
1425,0.887,0,0.008,0.014,0.091
1426,0.04,0,0,0,0.96
1427,0.732,0,0,0.268,0
1428,0.951,0,0,0,0.049
1429,0.937,0,0,0,0.063
1430,0.951,0,0,0,0.049
1431,0.787,0,0,0,0.213
1432,0.336,0,0,0.664,0
1433,0.033,0,0,0,0.967
1434,0.04,0,0,0,0.96
1435,0,0,0,0,1
1436,0.999,0,0,0.001,0
1437,0.997,0,0,0.003,0
1438,0.059,0,0,0.043,0.898
1439,0.847,0,0,0.125,0.028
1440,0.001,0,0,0,0.999
1441,0.967,0,0,0.002,0.031
1442,0.047,0,0,0,0.953
1443,0.006,0,0.008,0,0.986
1444,0.993,0,0,0.007,0
1445,0.066,0,0,0,0.934
1446,0.064,0,0,0,0.936
1447,0.247,0,0.004,0.747,0.002
1448,0.192,0,0,0.784,0.024
1449,0.087,0,0.022,0.087,0.804
1450,0.383,0,0,0.615,0.002
1451,0.127,0,0,0,0.873
1452,0.635,0,0.001,0.348,0.016
1453,0.942,0,0,0,0.058
1454,0.387,0,0,0,0.613
1455,0.001,0,0,0,0.999
1456,0.066,0,0,0,0.934
1457,0.66,0,0,0.322,0.018
1458,0.149,0,0,0.847,0.004
1459,0.992,0,0,0.001,0.007
1460,0.203,0,0.007,0.01,0.78
1461,0.141,0,0,0,0.859
1462,0.463,0,0,0.537,0
1463,0.039,0,0,0,0.961
1464,0.04,0,0,0,0.96
1465,0.041,0.003,0.298,0.518,0.14
1466,0.033,0,0,0,0.967
1467,0.987,0,0,0.001,0.012
1468,0.924,0,0,0,0.076
1469,0.916,0,0.03,0.033,0.021
1470,0.031,0,0,0,0.969
1471,0.04,0,0,0,0.96
1472,0.986,0,0,0.013,0.001
1473,0.992,0,0,0.003,0.005
1474,0.097,0,0,0.902,0.001
1475,1,0,0,0,0
1476,0.993,0,0,0.004,0.003
1477,0.78,0,0.011,0.012,0.197
1478,0.97,0,0,0.024,0.006
1479,0.994,0,0,0.002,0.004
1480,0.993,0,0,0.007,0
1481,0.997,0,0,0,0.003
1482,0.997,0,0,0,0.003
1483,0.951,0,0,0,0.049
1484,0.982,0,0,0.015,0.003
1485,0.056,0,0,0,0.944
1486,0.948,0,0,0,0.052
1487,0.951,0,0,0,0.049
1488,0.031,0,0,0,0.969
1489,0.892,0,0.001,0.087,0.02
1490,0.047,0,0,0,0.953
1491,0.595,0,0,0.001,0.404
1492,0.065,0,0.611,0,0.324
1493,0.959,0,0,0,0.041
1494,0.141,0,0,0,0.859
1495,0.834,0,0,0.141,0.025
1496,0.67,0,0.007,0.014,0.309
1497,0.158,0,0.046,0,0.796
1498,0.002,0,0,0,0.998
1499,0.168,0,0,0.831,0.001
1500,0.951,0,0,0,0.049
1501,0.946,0,0,0.037,0.017
1502,0.905,0,0.012,0.068,0.015
1503,0.002,0,0.003,0,0.995
1504,0.995,0,0,0.003,0.002
1505,0.933,0,0,0.066,0.001
1506,0.712,0,0,0.048,0.24
1507,0.98,0,0,0.017,0.003
1508,0.111,0,0.119,0.54,0.23
1509,0.742,0,0.003,0.25,0.005
1510,0.66,0,0,0.322,0.018
1511,0.059,0.003,0.01,0.024,0.904
1512,0.951,0,0,0,0.049
1513,0.936,0,0,0.055,0.009
1514,0.127,0,0,0,0.873
1515,0.352,0,0,0,0.648
1516,0.129,0.001,0.017,0.019,0.834
1517,0.168,0,0.012,0.715,0.105
1518,0.071,0,0.613,0,0.316
1519,0.937,0,0,0,0.063
1520,0.979,0,0,0.006,0.015
1521,0.937,0,0,0,0.063
1522,0.999,0,0,0.001,0
1523,0.138,0,0,0,0.862
1524,0.781,0,0.049,0.085,0.085
1525,0.49,0,0,0.002,0.508
1526,0.293,0,0.02,0.607,0.08
1527,0.299,0,0.063,0.636,0.002
1528,0.968,0,0,0,0.032
1529,0.254,0,0.001,0.696,0.049
1530,0.78,0,0.011,0.012,0.197
1531,0.534,0,0,0.466,0
1532,0.64,0,0,0.354,0.006
1533,0.002,0,0,0,0.998
1534,0.004,0,0.007,0,0.989
1535,0.995,0,0,0,0.005
1536,0.866,0,0.005,0.039,0.09
1537,0.04,0,0,0,0.96
1538,0.212,0,0.029,0.726,0.033
1539,0.941,0,0,0.021,0.038
1540,0.924,0,0,0,0.076
1541,0.04,0,0,0,0.96
1542,0.03,0,0.105,0.347,0.518
1543,0.475,0,0,0.494,0.031
1544,0.963,0,0,0.005,0.032
1545,0.001,0.001,0,0,0.998
1546,0.936,0,0,0,0.064
1547,0.989,0,0,0.011,0
1548,0.947,0,0,0.049,0.004
1549,0.946,0,0,0.027,0.027
1550,1,0,0,0,0
1551,0.957,0,0,0.009,0.034
1552,0.887,0,0.008,0.014,0.091
1553,0.23,0,0.008,0.734,0.028
1554,0.039,0,0,0,0.961
